CK   PC+4_pID     IR_reg    sext_imm  Rs,Rt,Rd,Funct RegWrite,RsEqRt ALUsrcB,ALUOP  A_reg      B_reg    sext_imm_reg  ALU_output   ALUout_reg  B_reg_pMEM  MEMwr,Mem2reg,   MDR_reg  ALUout_reg_pWB GPR_wr_data
       rdbk0       rdbk1       rdbk2       rdbk3       	  rdbk4     Funct_pEX      rdbk6       rdbk7          rdbk8       rdbk9       rdbk10       rdbk11  RegWr,Rd[MEM&WB]  rdbk13      rdbk14       rdbk15      
111  x"00400210" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"0100010C" x"00000000" x"00000AAA" x"00000AAA
112  x"00400214" x"116CFFE7" x"FFFFFFE7" x"0B0C1F27"     x"00000000" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
113  x"00400218" x"200C0555" x"00000555" x"000C0015"     x"10000000" x"00000127" x"00000555" x"00000AAA"     x"FFFFFFE7" x"FFFFFAAB" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
114  x"0040021C" x"00000000" x"00000000" x"00000000"     x"10000001" x"10000015" x"00000000" x"00000AAA"     x"00000555" x"00000555" x"FFFFFAAB" x"00000AAA"     x"000C0100" x"00000000" x"00000000" x"00000000
115  x"00400220" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000555" x"00000AAA"     x"010C000C" x"00000000" x"FFFFFAAB" x"FFFFFAAB
116  x"00400224" x"116C0003" x"00000003" x"0B0C0003"     x"00000000" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"0100010C" x"00000000" x"00000555" x"00000555
117  x"00400228" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000103" x"00000555" x"00000AAA"     x"00000003" x"FFFFFAAB" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
118  x"0040022C" x"214A0001" x"00000001" x"0A0A0001"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"FFFFFAAB" x"00000AAA"     x"000C0100" x"00000000" x"00000000" x"00000000
119  x"00400230" x"00000000" x"00000000" x"00000000"     x"10000001" x"10000001" x"00000001" x"00000001"     x"00000001" x"00000002" x"00000000" x"00000000"     x"0100000C" x"00000000" x"FFFFFAAB" x"FFFFFAAB
120  x"00400234" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000002" x"00000001"     x"010A0100" x"00000000" x"00000000" x"00000000
121  x"00400238" x"200C0AAA" x"00000AAA" x"000C012A"     x"10000000" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"0100010A" x"00000000" x"00000002" x"00000002
122  x"0040023C" x"00000000" x"00000000" x"00000000"     x"10000001" x"1000002A" x"00000000" x"00000555"     x"00000AAA" x"00000AAA" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
123  x"00400240" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000AAA" x"00000555"     x"010C0100" x"00000000" x"00000000" x"00000000
124  x"00400244" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"0100010C" x"00000000" x"00000AAA" x"00000AAA
125  x"00400248" x"116CFFDC" x"FFFFFFDC" x"0B0C1F1C"     x"00000000" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
126  x"0040024C" x"200C0555" x"00000555" x"000C0015"     x"10000000" x"0000011C" x"00000555" x"00000AAA"     x"FFFFFFDC" x"FFFFFAAB" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
127  x"00400250" x"00000000" x"00000000" x"00000000"     x"10000001" x"10000015" x"00000000" x"00000AAA"     x"00000555" x"00000555" x"FFFFFAAB" x"00000AAA"     x"000C0100" x"00000000" x"00000000" x"00000000
128  x"00400254" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000555" x"00000AAA"     x"010C000C" x"00000000" x"FFFFFAAB" x"FFFFFAAB
129  x"00400258" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"0100010C" x"00000000" x"00000555" x"00000555
130  x"0040025C" x"116C0003" x"00000003" x"0B0C0003"     x"00000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
131  x"00400260" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000103" x"00000555" x"00000555"     x"00000003" x"00000000" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
132  x"0040026C" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000555"     x"000C0100" x"00000000" x"00000000" x"00000000
133  x"00400270" x"3C1F0040" x"00400000" x"001F0000"     x"10000000" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"0100000C" x"00000000" x"00000000" x"00000000
134  x"00400274" x"00000000" x"00000000" x"00000000"     x"10000001" x"10000000" x"00000000" x"004000F4"     x"00400000" x"00400000" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
135  x"00400278" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00400000" x"004000F4"     x"011F0100" x"00000000" x"00000000" x"00000000
136  x"0040027C" x"00000001" x"00000001" x"00000001"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"0100011F" x"00000000" x"00400000" x"00400000
137  x"00400280" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000201" x"00000000" x"00000000"     x"00000001" x"00000000" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
138  x"00400284" x"23FF01C0" x"000001C0" x"1F1F0000"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
139  x"00400288" x"00000000" x"00000000" x"00000000"     x"10000001" x"10000000" x"00400000" x"00400000"     x"000001C0" x"004001C0" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
140  x"0040028C" x"00000001" x"00000001" x"00000001"     x"10000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"004001C0" x"00400000"     x"011F0100" x"00000000" x"00000000" x"00000000
141  x"00400290" x"0C1000AA" x"000000AA" x"001F002A"     x"10000000" x"00000201" x"00000000" x"00000000"     x"00000001" x"00000000" x"00000000" x"00000000"     x"0100011F" x"00000000" x"004001C0" x"004001C0
142  x"00400294" x"214A0001" x"00000001" x"0A0A0001"     x"10000001" x"0000002A" x"00000000" x"00400000"     x"000000AA" x"00400000" x"00000000" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
143  x"004002AC" x"00000000" x"00000000" x"00000000"     x"10000001" x"10000001" x"00000002" x"00000002"     x"00000001" x"00000003" x"00400000" x"00400000"     x"011F0100" x"00000000" x"00000000" x"00000000
144  x"004002B0" x"03E00008" x"00000008" x"1F000008"     x"10000000" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000003" x"00000002"     x"010A011F" x"00000000" x"00400000" x"00400290
145  x"004002B4" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000208" x"004001C0" x"00000000"     x"00000008" x"004001C0" x"00000000" x"00000000"     x"0100010A" x"00000000" x"00000003" x"00000003
146  x"004001C4" x"08100070" x"00000070" x"00100030"     x"00000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"004001C0" x"00000000"     x"01000100" x"00000000" x"00000000" x"00000000
147  x"004001C8" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000030" x"00000000" x"00000000"     x"00000070" x"00000000" x"00000000" x"00000000"     x"01000100" x"00000000" x"004001C0" x"004001C0
148  x"004001C4" x"08100070" x"00000070" x"00100030"     x"00000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"00100100" x"00000000" x"00000000" x"00000000
149  x"004001C8" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000030" x"00000000" x"00000000"     x"00000070" x"00000000" x"00000000" x"00000000"     x"01000010" x"00000000" x"00000000" x"00000000
150  x"004001C4" x"08100070" x"00000070" x"00100030"     x"00000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"00100100" x"00000000" x"00000000" x"00000000
151  x"004001C8" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000030" x"00000000" x"00000000"     x"00000070" x"00000000" x"00000000" x"00000000"     x"01000010" x"00000000" x"00000000" x"00000000
152  x"004001C4" x"08100070" x"00000070" x"00100030"     x"00000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"00100100" x"00000000" x"00000000" x"00000000
153  x"004001C8" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000030" x"00000000" x"00000000"     x"00000070" x"00000000" x"00000000" x"00000000"     x"01000010" x"00000000" x"00000000" x"00000000
154  x"004001C4" x"08100070" x"00000070" x"00100030"     x"00000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"00100100" x"00000000" x"00000000" x"00000000
155  x"004001C8" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000030" x"00000000" x"00000000"     x"00000070" x"00000000" x"00000000" x"00000000"     x"01000010" x"00000000" x"00000000" x"00000000
156  x"004001C4" x"08100070" x"00000070" x"00100030"     x"00000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"00100100" x"00000000" x"00000000" x"00000000
157  x"004001C8" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000030" x"00000000" x"00000000"     x"00000070" x"00000000" x"00000000" x"00000000"     x"01000010" x"00000000" x"00000000" x"00000000
158  x"004001C4" x"08100070" x"00000070" x"00100030"     x"00000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"00100100" x"00000000" x"00000000" x"00000000
159  x"004001C8" x"00000000" x"00000000" x"00000000"     x"10000001" x"00000030" x"00000000" x"00000000"     x"00000070" x"00000000" x"00000000" x"00000000"     x"01000010" x"00000000" x"00000000" x"00000000
160  x"004001C4" x"08100070" x"00000070" x"00100030"     x"00000001" x"00000200" x"00000000" x"00000000"     x"00000000" x"00000000" x"00000000" x"00000000"     x"00100100" x"00000000" x"00000000" x"00000000
